date,exdate,cp_flag,strike_price,best_bid,best_offer,volume,impl_volatility,ticker,exercise_style
23/5/2012,18/8/2012,P,39000,9.3,11.35,0,0.44379,MSFT,A
23/5/2012,18/8/2012,P,40000,10.05,12.35,0,0.410894,MSFT,A
23/5/2012,22/9/2012,C,22000,7.25,7.35,0,0.356909,MSFT,A
23/5/2012,22/9/2012,C,23000,6.3,6.4,0,0.332231,MSFT,A
23/5/2012,22/9/2012,C,24000,5.4,5.5,0,0.319736,MSFT,A
23/5/2012,22/9/2012,C,25000,4.55,4.65,0,0.309703,MSFT,A
23/5/2012,22/9/2012,C,26000,3.7,3.8,100,0.290226,MSFT,A
23/5/2012,22/9/2012,C,27000,2.97,3.05,71,0.281185,MSFT,A
23/5/2012,22/9/2012,C,28000,2.28,2.32,66,0.265479,MSFT,A
23/5/2012,22/9/2012,C,29000,1.69,1.72,496,0.254631,MSFT,A
23/5/2012,22/9/2012,C,30000,1.2,1.23,61,0.246046,MSFT,A
23/5/2012,22/9/2012,C,31000,0.82,0.85,58,0.239357,MSFT,A
23/5/2012,22/9/2012,C,32000,0.53,0.56,195,0.232857,MSFT,A
23/5/2012,22/9/2012,C,33000,0.33,0.35,5,0.227199,MSFT,A
23/5/2012,22/9/2012,C,34000,0.2,0.22,0,0.224553,MSFT,A
23/5/2012,22/9/2012,C,35000,0.12,0.13,0,0.222284,MSFT,A
23/5/2012,22/9/2012,C,36000,0.06,0.11,0,0.227553,MSFT,A
23/5/2012,22/9/2012,C,37000,0.04,0.06,561,0.226735,MSFT,A
23/5/2012,22/9/2012,C,38000,0.02,0.04,0,0.227432,MSFT,A
23/5/2012,22/9/2012,P,22000,0.26,0.27,78,0.376208,MSFT,A
23/5/2012,22/9/2012,P,23000,0.33,0.36,19,0.355965,MSFT,A
23/5/2012,22/9/2012,P,24000,0.44,0.46,303,0.336524,MSFT,A
23/5/2012,22/9/2012,P,25000,0.58,0.6,48,0.31838,MSFT,A
23/5/2012,22/9/2012,P,26000,0.77,0.8,124,0.303308,MSFT,A
23/5/2012,22/9/2012,P,27000,1.02,1.05,364,0.288424,MSFT,A
23/5/2012,22/9/2012,P,28000,1.35,1.37,17,0.27509,MSFT,A
23/5/2012,22/9/2012,P,29000,1.76,1.79,2,0.26351,MSFT,A
23/5/2012,22/9/2012,P,30000,2.28,2.31,29,0.254578,MSFT,A
23/5/2012,22/9/2012,P,31000,2.9,2.93,0,0.24715,MSFT,A
23/5/2012,22/9/2012,P,32000,3.6,3.65,0,0.240435,MSFT,A
23/5/2012,22/9/2012,P,33000,4.4,4.5,0,0.242283,MSFT,A
23/5/2012,22/9/2012,P,34000,5.25,5.35,68,0.237465,MSFT,A
23/5/2012,22/9/2012,P,35000,6.15,6.25,0,0.233295,MSFT,A
23/5/2012,22/9/2012,P,36000,6.85,7.45,0,0.236682,MSFT,A
23/5/2012,22/9/2012,P,37000,7.8,8.45,0,0.245718,MSFT,A
23/5/2012,22/9/2012,P,38000,8.8,9.5,0,0.281959,MSFT,A
23/5/2012,20/10/2012,C,14000,13.25,16.5,0,,MSFT,A
23/5/2012,20/10/2012,C,15000,13.4,14.55,0,,MSFT,A
23/5/2012,20/10/2012,C,16000,12.35,13.5,0,,MSFT,A
23/5/2012,20/10/2012,C,17000,11.65,12.3,0,,MSFT,A
23/5/2012,20/10/2012,C,18000,10.7,11.35,0,,MSFT,A
23/5/2012,20/10/2012,C,19000,9.7,10.4,0,,MSFT,A
23/5/2012,20/10/2012,C,20000,9.1,9.4,0,0.385486,MSFT,A
23/5/2012,20/10/2012,C,21000,8.2,8.4,0,0.36901,MSFT,A
23/5/2012,20/10/2012,C,22000,7.3,7.4,0,0.347282,MSFT,A
23/5/2012,20/10/2012,C,23000,6.4,6.5,10,0.337437,MSFT,A
23/5/2012,20/10/2012,C,24000,5.5,5.6,0,0.318327,MSFT,A
23/5/2012,20/10/2012,C,25000,4.65,4.75,11,0.304249,MSFT,A
23/5/2012,20/10/2012,C,26000,3.85,3.95,0,0.291785,MSFT,A
23/5/2012,20/10/2012,C,27000,3.1,3.2,144,0.278087,MSFT,A
23/5/2012,20/10/2012,C,28000,2.47,2.51,169,0.26859,MSFT,A
23/5/2012,20/10/2012,C,29000,1.9,1.93,265,0.259815,MSFT,A
23/5/2012,20/10/2012,C,30000,1.4,1.43,423,0.250333,MSFT,A
23/5/2012,20/10/2012,C,31000,1,1.04,284,0.243459,MSFT,A
23/5/2012,20/10/2012,C,32000,0.69,0.73,577,0.237377,MSFT,A
23/5/2012,20/10/2012,C,33000,0.47,0.5,1381,0.233347,MSFT,A
23/5/2012,20/10/2012,C,34000,0.31,0.33,263,0.229528,MSFT,A
23/5/2012,20/10/2012,C,35000,0.2,0.21,106,0.226188,MSFT,A
23/5/2012,20/10/2012,C,36000,0.13,0.15,520,0.228033,MSFT,A
23/5/2012,20/10/2012,C,37000,0.08,0.1,9,0.227401,MSFT,A
23/5/2012,20/10/2012,C,38000,0.06,0.07,0,0.232227,MSFT,A
23/5/2012,20/10/2012,C,39000,0.03,0.07,0,0.239096,MSFT,A
23/5/2012,20/10/2012,C,40000,0.02,0.05,0,0.241884,MSFT,A
23/5/2012,20/10/2012,C,41000,0.01,0.07,0,0.262253,MSFT,A
23/5/2012,20/10/2012,C,42000,0.01,0.06,0,0.271859,MSFT,A
23/5/2012,20/10/2012,C,43000,0.01,0.05,0,0.280022,MSFT,A
23/5/2012,20/10/2012,C,44000,0,0.04,0,0.278511,MSFT,A
23/5/2012,20/10/2012,C,45000,0,0.04,0,0.291175,MSFT,A
23/5/2012,20/10/2012,C,46000,0,0.04,0,0.303471,MSFT,A
23/5/2012,20/10/2012,P,14000,0.04,0.1,0,0.581319,MSFT,A
23/5/2012,20/10/2012,P,15000,0.05,0.08,0,0.525189,MSFT,A
23/5/2012,20/10/2012,P,16000,0.07,0.08,0,0.490626,MSFT,A
23/5/2012,20/10/2012,P,17000,0.1,0.11,2,0.473998,MSFT,A
23/5/2012,20/10/2012,P,18000,0.13,0.15,0,0.454904,MSFT,A
23/5/2012,20/10/2012,P,19000,0.15,0.2,0,0.431184,MSFT,A
23/5/2012,20/10/2012,P,20000,0.21,0.22,5,0.40664,MSFT,A
23/5/2012,20/10/2012,P,21000,0.27,0.28,818,0.386865,MSFT,A
23/5/2012,20/10/2012,P,22000,0.34,0.36,14,0.367416,MSFT,A
23/5/2012,20/10/2012,P,23000,0.43,0.44,482,0.345961,MSFT,A
23/5/2012,20/10/2012,P,24000,0.56,0.58,190,0.331356,MSFT,A
23/5/2012,20/10/2012,P,25000,0.72,0.75,67,0.315929,MSFT,A
23/5/2012,20/10/2012,P,26000,0.93,0.96,74,0.301242,MSFT,A
23/5/2012,20/10/2012,P,27000,1.21,1.23,145,0.288819,MSFT,A
23/5/2012,20/10/2012,P,28000,1.54,1.58,271,0.276874,MSFT,A
23/5/2012,20/10/2012,P,29000,1.96,2,250,0.266174,MSFT,A
23/5/2012,20/10/2012,P,30000,2.47,2.51,49,0.257141,MSFT,A
23/5/2012,20/10/2012,P,31000,3.05,3.15,2,0.250808,MSFT,A
23/5/2012,20/10/2012,P,32000,3.75,3.85,48,0.246562,MSFT,A
23/5/2012,20/10/2012,P,33000,4.5,4.6,16,0.23903,MSFT,A
23/5/2012,20/10/2012,P,34000,5.35,5.45,2000,0.239351,MSFT,A
23/5/2012,20/10/2012,P,35000,6.2,6.35,0,0.235391,MSFT,A
23/5/2012,20/10/2012,P,36000,7.15,7.25,0,0.235772,MSFT,A
23/5/2012,20/10/2012,P,37000,8.1,8.2,0,0.237128,MSFT,A
23/5/2012,20/10/2012,P,38000,8.8,10,0,0.341183,MSFT,A
23/5/2012,20/10/2012,P,39000,9.8,10.9,0,0.349642,MSFT,A
23/5/2012,20/10/2012,P,40000,10.9,11.35,0,0.281248,MSFT,A
23/5/2012,20/10/2012,P,41000,11.75,12.75,0,0.357362,MSFT,A
23/5/2012,20/10/2012,P,42000,12.4,14.2,0,0.394135,MSFT,A
23/5/2012,20/10/2012,P,43000,12.85,15.6,0,0.383807,MSFT,A
23/5/2012,20/10/2012,P,44000,13.8,16.6,0,0.389774,MSFT,A
23/5/2012,20/10/2012,P,45000,14.8,17.6,0,0.406196,MSFT,A
23/5/2012,20/10/2012,P,46000,15.75,18.65,0,0.422139,MSFT,A
23/5/2012,19/1/2013,C,12500,16.15,17,10,,MSFT,A
23/5/2012,19/1/2013,C,15000,14.1,14.2,0,0.415066,MSFT,A
23/5/2012,19/1/2013,C,16000,12.15,13.6,0,,MSFT,A
23/5/2012,19/1/2013,C,17500,11.5,11.9,0,0.380583,MSFT,A
23/5/2012,19/1/2013,C,19000,10.05,10.45,0,0.357866,MSFT,A
23/5/2012,19/1/2013,C,20000,9.3,9.35,20,0.354674,MSFT,A
23/5/2012,19/1/2013,C,21000,7.95,8.55,0,0.288198,MSFT,A
23/5/2012,19/1/2013,C,22500,7,7.1,311,0.321431,MSFT,A
23/5/2012,19/1/2013,C,24000,5.75,5.85,5,0.308299,MSFT,A
23/5/2012,19/1/2013,C,25000,4.95,5.05,79,0.297036,MSFT,A
23/5/2012,19/1/2013,C,26000,4.2,4.3,5,0.287182,MSFT,A
23/5/2012,19/1/2013,C,27000,3.5,3.6,461,0.276353,MSFT,A
23/5/2012,19/1/2013,C,28000,2.93,2.97,132,0.27098,MSFT,A
23/5/2012,19/1/2013,C,29000,2.37,2.42,4860,0.263709,MSFT,A
23/5/2012,19/1/2013,C,30000,1.9,1.93,1442,0.257399,MSFT,A
23/5/2012,19/1/2013,C,31000,1.5,1.53,669,0.253014,MSFT,A
23/5/2012,19/1/2013,C,32500,1.02,1.05,1714,0.246914,MSFT,A
23/5/2012,19/1/2013,C,34000,0.66,0.69,169,0.240685,MSFT,A
23/5/2012,19/1/2013,C,35000,0.5,0.52,435,0.239102,MSFT,A
23/5/2012,19/1/2013,C,36000,0.36,0.38,135,0.235634,MSFT,A
23/5/2012,19/1/2013,C,37000,0.26,0.28,1475,0.233787,MSFT,A
23/5/2012,19/1/2013,C,38000,0.19,0.2,30,0.232208,MSFT,A
23/5/2012,19/1/2013,C,39000,0.13,0.16,0,0.232725,MSFT,A
23/5/2012,19/1/2013,C,40000,0.11,0.12,1026,0.236302,MSFT,A
23/5/2012,19/1/2013,C,41000,0.07,0.09,0,0.234141,MSFT,A
23/5/2012,19/1/2013,C,42000,0.05,0.1,0,0.244149,MSFT,A
23/5/2012,19/1/2013,C,43000,0.03,0.08,0,0.243896,MSFT,A
23/5/2012,19/1/2013,C,44000,0.03,0.07,0,0.251619,MSFT,A
23/5/2012,19/1/2013,C,45000,0.04,0.06,0,0.26253,MSFT,A
23/5/2012,19/1/2013,C,46000,0.01,0.06,0,0.259733,MSFT,A
23/5/2012,19/1/2013,C,47000,0,0.03,0,0.242674,MSFT,A
23/5/2012,19/1/2013,P,12500,0.08,0.11,6,0.546797,MSFT,A
23/5/2012,19/1/2013,P,15000,0.15,0.17,30,0.483752,MSFT,A
23/5/2012,19/1/2013,P,16000,0.19,0.21,975,0.463285,MSFT,A
23/5/2012,19/1/2013,P,17500,0.26,0.28,13,0.431887,MSFT,A
23/5/2012,19/1/2013,P,19000,0.34,0.37,40,0.400401,MSFT,A
23/5/2012,19/1/2013,P,20000,0.41,0.44,49,0.380312,MSFT,A
23/5/2012,19/1/2013,P,21000,0.52,0.54,1250,0.365795,MSFT,A
23/5/2012,19/1/2013,P,22500,0.71,0.72,512,0.342099,MSFT,A
23/5/2012,19/1/2013,P,24000,0.96,0.98,2351,0.321284,MSFT,A
23/5/2012,19/1/2013,P,25000,1.18,1.22,699,0.310284,MSFT,A
23/5/2012,19/1/2013,P,26000,1.45,1.49,216,0.299173,MSFT,A
23/5/2012,19/1/2013,P,27000,1.78,1.82,790,0.28978,MSFT,A
23/5/2012,19/1/2013,P,28000,2.17,2.21,146,0.281225,MSFT,A
23/5/2012,19/1/2013,P,29000,2.63,2.66,3084,0.273561,MSFT,A
23/5/2012,19/1/2013,P,30000,3.15,3.2,1404,0.267583,MSFT,A
23/5/2012,19/1/2013,P,31000,3.7,3.8,40,0.259926,MSFT,A
23/5/2012,19/1/2013,P,32500,4.75,4.85,31,0.257513,MSFT,A
23/5/2012,19/1/2013,P,34000,5.85,6,0,0.250354,MSFT,A
23/5/2012,19/1/2013,P,35000,6.7,6.8,116,0.248328,MSFT,A
23/5/2012,19/1/2013,P,36000,7.55,7.7,76,0.248962,MSFT,A
23/5/2012,19/1/2013,P,37000,8.45,8.6,84,0.249425,MSFT,A
23/5/2012,19/1/2013,P,38000,9.3,9.55,0,0.24473,MSFT,A
23/5/2012,19/1/2013,P,39000,10.35,10.45,24,0.255039,MSFT,A
23/5/2012,19/1/2013,P,40000,11.3,11.4,0,0.255933,MSFT,A
23/5/2012,19/1/2013,P,41000,12.15,12.45,0,0.252635,MSFT,A
23/5/2012,19/1/2013,P,42000,13.15,13.55,0,0.28591,MSFT,A
23/5/2012,19/1/2013,P,43000,13.95,14.95,0,0.331103,MSFT,A
23/5/2012,19/1/2013,P,44000,14.7,16.8,0,0.414564,MSFT,A
23/5/2012,19/1/2013,P,45000,15.65,17.9,0,0.434692,MSFT,A
23/5/2012,19/1/2013,P,46000,16.7,18.6,0,0.423249,MSFT,A
23/5/2012,19/1/2013,P,47000,17,19.75,0,0.362543,MSFT,A
23/5/2012,18/1/2014,C,15000,12.55,15.1,2,,MSFT,A
23/5/2012,18/1/2014,C,18000,9.35,13.05,0,0.273634,MSFT,A
23/5/2012,18/1/2014,C,20000,9.6,9.75,100,0.323203,MSFT,A
23/5/2012,18/1/2014,C,23000,7.25,7.35,7,0.302398,MSFT,A
23/5/2012,18/1/2014,C,25000,5.9,6,111,0.293299,MSFT,A
23/5/2012,18/1/2014,C,27000,4.75,4.8,117,0.285913,MSFT,A
23/5/2012,18/1/2014,C,30000,3.2,3.35,343,0.271833,MSFT,A
23/5/2012,18/1/2014,C,32000,2.47,2.54,101,0.265421,MSFT,A
23/5/2012,18/1/2014,C,35000,1.59,1.67,230,0.257818,MSFT,A
23/5/2012,18/1/2014,C,37000,1.17,1.23,10,0.253182,MSFT,A
23/5/2012,18/1/2014,C,40000,0.72,0.78,452,0.2487,MSFT,A
23/5/2012,18/1/2014,C,45000,0.3,0.35,26,0.242265,MSFT,A
23/5/2012,18/1/2014,P,15000,0.58,0.59,40,0.408335,MSFT,A
23/5/2012,18/1/2014,P,18000,0.98,1.02,23,0.374353,MSFT,A
23/5/2012,18/1/2014,P,20000,1.34,1.39,20,0.35286,MSFT,A
23/5/2012,18/1/2014,P,23000,2.1,2.16,40,0.327046,MSFT,A
23/5/2012,18/1/2014,P,25000,2.78,2.84,1102,0.313224,MSFT,A
23/5/2012,18/1/2014,P,27000,3.6,3.7,93,0.302105,MSFT,A
23/5/2012,18/1/2014,P,30000,5.1,5.25,55,0.286616,MSFT,A
23/5/2012,18/1/2014,P,32000,6.35,6.5,0,0.280955,MSFT,A
23/5/2012,18/1/2014,P,35000,8.45,8.6,0,0.272295,MSFT,A
23/5/2012,18/1/2014,P,37000,9.9,10.5,0,0.278256,MSFT,A
23/5/2012,18/1/2014,P,40000,12.45,13.05,0,0.279656,MSFT,A
23/5/2012,18/1/2014,P,45000,15.95,19.05,0,0.311179,MSFT,A
